City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
523,San,13.3034,-4.8956,77.41,48,0,6.11,ML,clear sky,2022-10-20 05:00:21
524,Lishui,28.4604,119.9103,76.12,38,16,3.94,CN,few clouds,2022-10-20 05:00:21
525,Billings,45.7833,-108.5007,62.51,22,2,7.67,US,clear sky,2022-10-20 04:59:58
526,Noumea,-22.2763,166.4572,80.58,63,85,13.94,NC,overcast clouds,2022-10-20 05:00:22
527,Kachiry,53.0675,76.1036,45.63,65,100,14.92,KZ,overcast clouds,2022-10-20 05:00:22
528,Yulara,-25.2406,130.9889,81.95,24,0,6.26,AU,clear sky,2022-10-20 04:56:46
529,Talnakh,69.4865,88.3972,34.21,97,100,15.52,RU,light snow,2022-10-20 05:00:26
530,Yar-Sale,66.8333,70.8333,35.58,87,100,15.7,RU,overcast clouds,2022-10-20 05:00:26
531,Khudumelapye,-23.8833,24.75,68.83,48,38,10.07,BW,scattered clouds,2022-10-20 05:00:27
532,Sabang,5.8933,95.3214,81.05,78,99,23.87,ID,overcast clouds,2022-10-20 05:00:28
533,Arauca,7.0847,-70.7591,77.0,100,100,1.14,CO,overcast clouds,2022-10-20 05:00:18
534,San Fernando,15.0286,120.6898,87.28,68,99,1.59,PH,light rain,2022-10-20 05:00:28
535,Moussoro,13.6408,16.4901,80.28,24,25,9.22,TD,scattered clouds,2022-10-20 05:00:29
536,Yenagoa,4.9247,6.2642,74.35,94,99,3.13,NG,light rain,2022-10-20 05:00:29
537,Giyon,8.5333,37.9833,59.16,63,81,6.53,ET,broken clouds,2022-10-20 05:00:30
538,Kalisz,51.7611,18.091,38.55,80,0,4.16,PL,clear sky,2022-10-20 05:00:31
539,Bria,6.5423,21.9863,69.26,96,100,0.69,CF,overcast clouds,2022-10-20 05:00:31
540,San Jose De Guanipa,8.8872,-64.1651,75.52,84,91,8.61,VE,overcast clouds,2022-10-20 05:00:32
541,Durango,24.8333,-104.8333,52.41,85,27,0.85,MX,scattered clouds,2022-10-20 05:00:07
542,Grants Pass,42.439,-123.3284,66.09,59,0,0.0,US,clear sky,2022-10-20 05:00:33
543,Port Hawkesbury,45.6169,-61.3485,64.9,100,100,14.0,CA,moderate rain,2022-10-20 05:00:33
544,Neiafu,-18.65,-173.9833,78.22,76,100,6.6,TO,overcast clouds,2022-10-20 05:00:34
545,Derzhavinsk,51.1,66.3167,50.02,68,100,21.03,KZ,overcast clouds,2022-10-20 05:00:34
546,Olinda,-8.0089,-34.8553,75.54,78,73,13.22,BR,broken clouds,2022-10-20 05:01:35
547,Aksarka,66.5606,67.7975,33.57,89,100,11.92,RU,overcast clouds,2022-10-20 05:01:35
548,Seydi,39.4816,62.9137,59.02,33,0,17.2,TM,clear sky,2022-10-20 05:01:35
549,Edd,13.9297,41.6925,86.11,48,0,2.71,ER,clear sky,2022-10-20 05:01:36
550,Byron Bay,-28.65,153.6167,67.84,83,100,10.76,AU,overcast clouds,2022-10-20 05:01:36
551,Road Town,18.4167,-64.6167,82.49,75,3,14.5,VG,light rain,2022-10-20 05:00:27
552,Boyabat,41.4689,34.7667,59.23,77,84,4.5,TR,broken clouds,2022-10-20 05:01:37
553,Hay River,60.8156,-115.7999,55.69,43,3,16.42,CA,clear sky,2022-10-20 05:01:37
554,Murray Bridge,-35.1167,139.2667,70.12,55,70,12.19,AU,broken clouds,2022-10-20 05:01:38
555,Natal,-5.795,-35.2094,77.22,73,40,8.05,BR,scattered clouds,2022-10-20 04:58:03
556,Takaka,-40.85,172.8,61.56,50,67,10.89,NZ,broken clouds,2022-10-20 05:01:39
557,Smithers,54.7804,-127.1743,45.23,89,84,4.41,CA,broken clouds,2022-10-20 05:00:24
558,Diffa,13.3154,12.6113,78.04,26,6,8.43,NE,clear sky,2022-10-20 05:01:39
559,Katangli,51.7102,143.2326,45.63,55,97,12.68,RU,overcast clouds,2022-10-20 05:01:40
560,Warmbad,-28.45,18.7333,67.91,54,7,9.1,NA,clear sky,2022-10-20 05:01:40
561,Umea,63.8284,20.2597,36.91,93,0,5.75,SE,clear sky,2022-10-20 05:01:41
562,Novovasylivka,46.8315,35.7536,50.85,77,67,10.45,UA,broken clouds,2022-10-20 05:01:42
563,Lufkin,31.3382,-94.7291,47.05,75,0,3.44,US,clear sky,2022-10-20 05:01:42
564,Coolum Beach,-26.5333,153.1,74.1,86,100,10.71,AU,overcast clouds,2022-10-20 05:01:42
565,Luena,-11.7833,19.9167,62.28,81,49,4.38,AO,scattered clouds,2022-10-20 05:01:43
566,Bismarck,46.8083,-100.7837,54.46,80,20,10.36,US,few clouds,2022-10-20 04:58:53
567,Khani,41.9563,42.9566,51.37,86,95,1.32,GE,overcast clouds,2022-10-20 05:01:43
568,Wuwei,37.9281,102.6414,60.3,20,100,2.75,CN,overcast clouds,2022-10-20 05:01:44
569,Nadym,65.5333,72.5167,37.02,82,100,14.54,RU,overcast clouds,2022-10-20 05:01:44
570,Salta,-24.7859,-65.4117,63.57,81,86,1.99,AR,overcast clouds,2022-10-20 05:01:44
571,Presidente Dutra,-5.29,-44.49,76.1,61,16,3.22,BR,few clouds,2022-10-20 05:01:45
572,Sale,34.0389,-6.8166,65.75,100,75,0.0,MA,broken clouds,2022-10-20 05:01:45
573,Folldal,62.1325,9.9968,30.09,77,3,1.01,NO,clear sky,2022-10-20 05:01:46
574,Sinnamary,5.3833,-52.95,78.57,86,50,8.43,GF,scattered clouds,2022-10-20 05:01:46
575,Harboore,56.6175,8.1807,45.14,86,96,11.39,DK,overcast clouds,2022-10-20 05:01:46
576,Hendersonville,36.3048,-86.62,43.86,74,30,5.03,US,scattered clouds,2022-10-20 05:01:47
577,Mollendo,-17.0231,-72.0147,60.44,85,95,8.25,PE,overcast clouds,2022-10-20 05:01:47
578,Gidam,18.9833,81.4,83.5,61,10,4.88,IN,clear sky,2022-10-20 05:01:48
579,Mulchen,-37.7167,-72.2333,47.57,96,93,1.92,CL,overcast clouds,2022-10-20 05:01:49
580,San Rafael,-34.6177,-68.3301,60.84,63,65,4.12,AR,broken clouds,2022-10-20 05:00:45
581,Teguise,29.0605,-13.564,64.62,83,0,3.44,ES,clear sky,2022-10-20 05:01:50
582,Wangou,42.0623,126.9127,55.18,48,2,8.61,CN,clear sky,2022-10-20 05:01:50
583,Sokoni,-6.4333,39.55,76.93,71,87,12.3,TZ,overcast clouds,2022-10-20 05:01:50
584,Olivet,47.8622,1.8991,62.11,100,75,13.8,FR,broken clouds,2022-10-20 04:57:38
585,Mizan Teferi,6.9833,35.5833,64.69,95,93,1.16,ET,overcast clouds,2022-10-20 05:01:51
586,Kargopol,61.5071,38.9456,35.6,85,100,9.24,RU,overcast clouds,2022-10-20 05:01:51
587,Kysyl-Syr,63.8986,122.7617,21.76,84,100,7.54,RU,overcast clouds,2022-10-20 05:01:52
588,Clyde River,70.4692,-68.5914,21.43,93,100,14.97,CA,light snow,2022-10-20 05:01:52
589,Alexandria,31.2156,29.9553,61.34,69,14,6.33,EG,few clouds,2022-10-20 04:58:21
590,Castanos,26.7833,-101.4167,59.34,66,0,5.32,MX,clear sky,2022-10-20 05:02:53
591,Pauini,-7.7136,-66.9764,72.05,98,97,2.66,BR,overcast clouds,2022-10-20 05:02:53
592,Jagatsinghapur,20.2667,86.1667,86.36,65,0,10.96,IN,clear sky,2022-10-20 05:02:53
593,Shirokiy,49.758,129.523,48.24,41,61,9.66,RU,broken clouds,2022-10-20 05:02:54
594,Norden,53.6,7.2,44.96,96,80,18.37,DE,broken clouds,2022-10-20 05:02:54
595,Sawakin,19.1059,37.3321,82.69,72,3,0.36,SD,clear sky,2022-10-20 05:02:54
596,Egvekinot,66.3167,-179.1667,29.66,99,100,8.05,RU,snow,2022-10-20 05:02:55
597,Pedernales,18.0384,-71.744,79.5,74,6,2.15,DO,clear sky,2022-10-20 05:02:56
598,Puerto Pailas,-17.667,-62.7909,76.01,76,40,8.16,BO,scattered clouds,2022-10-20 05:02:56
599,Xinqing,48.2333,129.5,52.72,34,22,9.6,CN,few clouds,2022-10-20 05:02:57
600,Stornoway,58.2093,-6.3865,51.04,83,100,1.99,GB,overcast clouds,2022-10-20 05:02:57
601,Komsomolskiy,40.4272,71.7189,50.72,62,8,0.0,UZ,clear sky,2022-10-20 05:02:58
602,Prata,-19.3072,-48.9242,72.79,58,70,6.15,BR,broken clouds,2022-10-20 04:59:40
603,Pozo Colorado,-23.4923,-58.7972,71.04,95,84,3.22,PY,moderate rain,2022-10-20 05:02:58
604,Kloulklubed,7.0419,134.2556,88.3,72,99,9.42,PW,overcast clouds,2022-10-20 05:02:58
605,Zhigalovo,54.8097,105.1578,38.01,62,99,4.14,RU,overcast clouds,2022-10-20 05:02:59
606,Moree,-29.4667,149.85,71.87,79,100,16.64,AU,overcast clouds,2022-10-20 05:00:18
607,Winona,43.9666,-91.7668,38.68,50,0,0.0,US,clear sky,2022-10-20 05:02:59
608,Luanda,-8.8368,13.2343,75.2,88,75,8.05,AO,broken clouds,2022-10-20 05:02:59
609,Linkou,45.3,130.2833,58.78,32,52,11.34,CN,broken clouds,2022-10-20 05:03:00
610,Caranavi,-15.8167,-67.55,62.94,98,89,1.92,BO,overcast clouds,2022-10-20 05:03:00
611,Ipixuna,-1.7625,-48.8043,74.44,93,55,4.7,BR,broken clouds,2022-10-20 05:03:01
612,Salalah,17.0151,54.0924,84.29,51,0,1.14,OM,clear sky,2022-10-20 05:03:01
613,Morros,-9.4467,-46.3003,77.45,31,46,3.53,BR,scattered clouds,2022-10-20 05:03:01
614,Naro-Fominsk,55.3875,36.7331,41.47,86,96,5.5,RU,overcast clouds,2022-10-20 05:03:02
615,Buraydah,26.326,43.975,78.64,12,4,7.43,SA,clear sky,2022-10-20 05:03:02
616,Naryan-Mar,67.6713,53.087,32.83,98,100,12.17,RU,light snow,2022-10-20 05:03:03
617,Guhagar,17.4842,73.1929,85.33,69,24,2.21,IN,few clouds,2022-10-20 05:03:03
618,Shakhtinsk,49.71,72.5872,48.72,60,100,22.77,KZ,overcast clouds,2022-10-20 05:03:04
619,Pulandian,39.3953,121.9669,65.57,39,92,12.17,CN,overcast clouds,2022-10-20 05:02:49
620,Isla Vista,34.4133,-119.861,78.35,46,68,3.76,US,broken clouds,2022-10-20 05:03:04
621,Raymondville,26.4815,-97.7831,59.23,55,0,6.11,US,clear sky,2022-10-20 05:03:05
622,Obala,4.1667,11.5333,69.3,98,100,1.83,CM,light rain,2022-10-20 05:03:05
623,Evensk,61.95,159.2333,17.96,74,100,8.5,RU,overcast clouds,2022-10-20 05:03:05
624,Lumsden,50.6501,-104.8678,36.55,47,27,4.45,CA,scattered clouds,2022-10-20 05:03:06
625,Ranong,9.9658,98.6348,75.81,96,100,3.8,TH,light rain,2022-10-20 05:03:06
626,Saint-Augustin,51.226,-58.6502,49.95,97,100,15.46,CA,overcast clouds,2022-10-20 05:03:07
627,Turukhansk,65.8167,87.9833,33.85,97,100,21.56,RU,light snow,2022-10-20 05:03:07
628,Chadan,51.2833,91.5833,36.7,48,100,3.31,RU,overcast clouds,2022-10-20 05:03:08
629,Riyadh,24.6877,46.7219,69.94,13,3,2.64,SA,clear sky,2022-10-20 04:58:33
630,Rustenburg,-25.6676,27.2421,68.72,49,4,5.14,ZA,clear sky,2022-10-20 05:03:08
631,Udimskiy,61.1417,45.9144,32.9,88,90,10.49,RU,overcast clouds,2022-10-20 05:03:09
632,Emba,48.8264,58.1442,52.54,46,60,15.64,KZ,broken clouds,2022-10-20 05:03:09
633,Akranes,64.3218,-22.0749,41.56,79,100,15.73,IS,overcast clouds,2022-10-20 05:03:09
634,Tarapur,19.85,72.7,84.2,67,30,3.09,IN,scattered clouds,2022-10-20 05:03:10
635,Zyryanka,65.75,150.85,14.09,83,100,15.19,RU,overcast clouds,2022-10-20 05:04:10
636,Jalu,29.0331,21.5482,69.89,56,70,5.84,LY,broken clouds,2022-10-20 05:04:11
637,Loralai,30.3705,68.598,71.69,16,0,2.17,PK,clear sky,2022-10-20 05:04:11
638,Villa Bruzual,9.3328,-69.1208,72.91,94,21,3.49,VE,few clouds,2022-10-20 05:04:11
639,Simao,22.7886,100.9748,79.07,34,0,1.79,CN,clear sky,2022-10-20 05:04:12
640,Ukiah,39.1502,-123.2078,69.87,43,0,0.0,US,clear sky,2022-10-20 05:02:04
641,Cabo San Lucas,22.8909,-109.9124,77.61,84,48,10.22,MX,scattered clouds,2022-10-20 05:04:09
642,Saint-Louis,16.3333,-15.0,81.77,63,2,9.57,SN,clear sky,2022-10-20 05:04:13
643,Taunton,51.0211,-3.1047,59.13,94,100,1.01,GB,light rain,2022-10-20 05:03:51
644,Bemidji,47.4736,-94.8803,40.91,74,0,0.0,US,clear sky,2022-10-20 05:04:13
645,Khorramabad,33.4878,48.3558,70.18,25,89,2.82,IR,overcast clouds,2022-10-20 05:04:13
646,Nara,34.6851,135.8049,71.91,36,0,2.44,JP,clear sky,2022-10-20 05:01:30
647,Altamont,42.2068,-121.7372,52.9,50,0,1.01,US,clear sky,2022-10-20 05:00:18
648,Camargo,27.6667,-105.1667,60.15,67,34,1.54,MX,scattered clouds,2022-10-20 05:04:14
649,Liepaja,56.5419,21.0367,48.18,66,100,6.91,LV,overcast clouds,2022-10-20 05:04:15
650,Gruia,44.2675,22.7047,49.26,75,0,5.5,RO,clear sky,2022-10-20 05:04:15
651,Nizhniy Odes,63.6445,54.856,32.58,92,100,11.48,RU,light snow,2022-10-20 05:04:16
652,Ouallam,14.3188,2.0866,80.28,20,21,3.94,NE,few clouds,2022-10-20 05:04:16
653,Findlay,41.0442,-83.6499,38.21,47,24,11.97,US,few clouds,2022-10-20 04:59:50
654,The Valley,18.217,-63.0578,82.26,77,1,17.98,AI,clear sky,2022-10-20 05:04:17
655,Klyuchi,52.2667,79.1667,43.72,83,100,15.39,RU,overcast clouds,2022-10-20 05:04:17
656,Brae,60.3964,-1.353,45.84,68,100,13.24,GB,overcast clouds,2022-10-20 05:03:14
657,Lugovoy,42.9472,72.7644,51.19,48,19,9.73,KZ,few clouds,2022-10-20 05:04:18
658,Mogadishu,2.0371,45.3438,79.2,77,11,10.83,SO,few clouds,2022-10-20 05:00:14
659,Ust-Ilimsk,58.0006,102.6619,36.18,79,91,2.89,RU,overcast clouds,2022-10-20 05:04:18
660,Formosa Do Rio Preto,-11.0483,-45.1931,71.47,37,3,5.08,BR,clear sky,2022-10-20 05:04:18
661,Araouane,18.9048,-3.5265,83.12,18,93,7.38,ML,overcast clouds,2022-10-20 05:04:19
662,San Quintin,30.4833,-115.95,71.91,68,49,1.9,MX,scattered clouds,2022-10-20 05:04:19
663,Fraga,41.5229,0.3489,65.23,85,100,8.01,ES,light rain,2022-10-20 05:04:20
664,Soubre,5.7856,-6.6083,70.92,99,99,1.92,CI,overcast clouds,2022-10-20 05:04:20
665,Taoudenni,22.6783,-3.9836,80.35,17,53,12.82,ML,broken clouds,2022-10-20 05:04:20
666,Pemangkat,1.1667,108.9667,85.21,67,35,8.46,ID,scattered clouds,2022-10-20 05:04:21
667,Comodoro Rivadavia,-45.8667,-67.5,60.66,41,0,20.71,AR,clear sky,2022-10-20 05:04:21
668,Manzhouli,49.6,117.4333,47.23,38,100,9.48,CN,overcast clouds,2022-10-20 05:04:22
669,Porto Walter,-8.2686,-72.7439,73.89,90,99,2.46,BR,overcast clouds,2022-10-20 05:04:22
670,Skjervoy,70.0311,20.9714,37.4,89,100,20.31,NO,overcast clouds,2022-10-20 05:04:23
671,Krasnoye,49.9145,24.6134,35.73,96,12,7.81,UA,few clouds,2022-10-20 05:04:23
672,Sumenep,-7.0167,113.8667,84.94,70,100,6.64,ID,light rain,2022-10-20 05:04:23
673,Richards Bay,-28.783,32.0377,75.22,68,51,13.31,ZA,broken clouds,2022-10-20 05:04:24
674,Viedma,-40.8135,-62.9967,65.34,57,4,18.97,AR,clear sky,2022-10-20 05:04:24
675,Tecoanapa,16.5167,-98.75,76.21,86,100,8.99,MX,overcast clouds,2022-10-20 05:04:25
676,Veraval,20.9,70.3667,84.9,45,42,2.75,IN,scattered clouds,2022-10-20 05:04:25
677,Zeya,53.75,127.2667,43.23,33,92,7.2,RU,overcast clouds,2022-10-20 05:04:25
678,Charlestown,-32.95,151.6667,71.38,91,100,4.0,AU,moderate rain,2022-10-20 05:04:26
679,La Palma,33.8464,-118.0467,83.01,46,20,0.0,US,few clouds,2022-10-20 05:04:26
680,Cuauhtemoc,28.4167,-106.8667,50.27,84,0,5.19,MX,clear sky,2022-10-20 05:04:26
